,,,21.05639942E-6,-53.12499707E-6,,,,,21.05639942E-6,-22.03124948E-3,
,,,21.05679960E-6,-60.624999605E-6,,,,,21.05679960E-6,-24.21874925E-3,
,,,21.05719977E-6,-72.187496698E-6,,,,,21.05719977E-6,-23.12500030E-3,
,,,21.05759995E-6,-65.937500040E-6,,,,,21.05759995E-6,-21.87499963E-3,
,,,21.05800013E-6,-74.999996286E-6,,,,,21.05800013E-6,-25.46874993E-3,
,,,21.05840031E-6,-69.062494731E-6,,,,,21.05840031E-6,-23.90624955E-3,
,,,21.05880048E-6,-70.312496973E-6,,,,,21.05880048E-6,-23.12500030E-3,
,,,21.05920066E-6,-66.562497523E-6,,,,,21.05920066E-6,-22.18749933E-3,
,,,21.05959902E-6,-66.874999902E-6,,,,,21.05959902E-6,-22.81249873E-3,
,,,21.05999920E-6,-57.499997638E-6,,,,,21.05999920E-6,-23.74999970E-3,
,,,21.06039938E-6,-63.437495555E-6,,,,,21.06039938E-6,-24.21874925E-3,
,,,21.06079955E-6,-66.249995143E-6,,,,,21.06079955E-6,-23.43750000E-3,
,,,21.06119973E-6,-60.937498347E-6,,,,,21.06119973E-6,-22.96874858E-3,
,,,21.06159991E-6,-62.187500589E-6,,,,,21.06159991E-6,-23.28125015E-3,
,,,21.06200009E-6,-58.437497501E-6,,,,,21.06200009E-6,-22.03124948E-3,
,,,21.06240026E-6,-58.437497501E-6,,,,,21.06240026E-6,-23.59374985E-3,
,,,21.06280044E-6,-60.937498347E-6,,,,,21.06280044E-6,-24.68749881E-3,
,,,21.06320062E-6,-62.187500589E-6,,,,,21.06320062E-6,-24.37499911E-3,
,,,21.06359898E-6,-56.249999034E-6,,,,,21.06359898E-6,-22.65624888E-3,
,,,21.06399916E-6,-58.749999880E-6,,,,,21.06399916E-6,-24.53124896E-3,
,,,21.06439933E-6,-60.937498347E-6,,,,,21.06439933E-6,-25.15625022E-3,
,,,21.06479951E-6,-64.374995418E-6,,,,,21.06479951E-6,-23.74999970E-3,
,,,21.06519969E-6,-51.24999734E-6,,,,,21.06519969E-6,-25.46874993E-3,
,,,21.06559987E-6,-46.87500041E-6,,,,,21.06559987E-6,-20.78124881E-3,
,,,21.06600004E-6,-55.312499171E-6,,,,,21.06600004E-6,-25.46874993E-3,
,,,21.06640022E-6,-48.75000013E-6,,,,,21.06640022E-6,-22.96874858E-3,
,,,21.06680040E-6,-53.12499707E-6,,,,,21.06680040E-6,-22.65624888E-3,
,,,21.06720058E-6,-55.937500292E-6,,,,,21.06720058E-6,-21.56249993E-3,
,,,21.06759894E-6,-57.812500017E-6,,,,,21.06759894E-6,-22.34374918E-3,
,,,21.06799911E-6,-65.937500040E-6,,,,,21.06799911E-6,-23.74999970E-3,
,,,21.06839929E-6,-63.749997935E-6,,,,,21.06839929E-6,-21.87499963E-3,
,,,21.06879947E-6,-65.624997660E-6,,,,,21.06879947E-6,-23.74999970E-3,
,,,21.06919965E-6,-59.999998484E-6,,,,,21.06919965E-6,-22.18749933E-3,
,,,21.06959982E-6,-65.312495281E-6,,,,,21.06959982E-6,-23.59374985E-3,
,,,21.07000000E-6,-65.312495281E-6,,,,,21.07000000E-6,-23.74999970E-3,
,,,21.07040018E-6,-56.249999034E-6,,,,,21.07040018E-6,-22.81249873E-3,
,,,21.07080036E-6,-65.624997660E-6,,,,,21.07080036E-6,-25.93749948E-3,
,,,21.07120054E-6,-51.24999734E-6,,,,,21.07120054E-6,-22.81249873E-3,
,,,21.07159889E-6,-57.187498896E-6,,,,,21.07159889E-6,-22.96874858E-3,
,,,21.07199907E-6,-56.249999034E-6,,,,,21.07199907E-6,-23.59374985E-3,
,,,21.07239925E-6,-63.125000452E-6,,,,,21.07239925E-6,-23.43750000E-3,
,,,21.07279943E-6,-53.74999819E-6,,,,,21.07279943E-6,-21.71874978E-3,
,,,21.07319960E-6,-59.687499743E-6,,,,,21.07319960E-6,-24.21874925E-3,
,,,21.07359978E-6,-68.437497248E-6,,,,,21.07359978E-6,-25.15625022E-3,
,,,21.07399996E-6,-60.937498347E-6,,,,,21.07399996E-6,-22.03124948E-3,
,,,21.07440014E-6,-60.624999605E-6,,,,,21.07440014E-6,-24.68749881E-3,
,,,21.07480032E-6,-56.249999034E-6,,,,,21.07480032E-6,-21.56249993E-3,
,,,21.07520049E-6,-51.24999734E-6,,,,,21.07520049E-6,-21.25000022E-3,
,,,21.07560067E-6,-57.812500017E-6,,,,,21.07560067E-6,-23.90624955E-3,
,,,21.07599903E-6,-61.562495830E-6,,,,,21.07599903E-6,-23.12500030E-3,
,,,21.07639921E-6,-58.124998759E-6,,,,,21.07639921E-6,-22.65624888E-3,
,,,21.07679938E-6,-59.374997363E-6,,,,,21.07679938E-6,-23.12500030E-3,
,,,21.07719956E-6,-63.437495555E-6,,,,,21.07719956E-6,-24.68749881E-3,
,,,21.07759974E-6,-66.249995143E-6,,,,,21.07759974E-6,-22.96874858E-3,
,,,21.07799992E-6,-62.187500589E-6,,,,,21.07799992E-6,-25.15625022E-3,
,,,21.07840010E-6,-56.875000155E-6,,,,,21.07840010E-6,-21.25000022E-3,
,,,21.07880027E-6,-70.312496973E-6,,,,,21.07880027E-6,-26.56249888E-3,
,,,21.07920045E-6,-64.687497797E-6,,,,,21.07920045E-6,-24.68749881E-3,
,,,21.07960063E-6,-64.062500314E-6,,,,,21.07960063E-6,-23.90624955E-3,
,,,21.07999899E-6,-60.937498347E-6,,,,,21.07999899E-6,-24.21874925E-3,
,,,21.08039916E-6,-52.18749720E-6,,,,,21.08039916E-6,-22.81249873E-3,
,,,21.08079934E-6,-56.875000155E-6,,,,,21.08079934E-6,-25.15625022E-3,
,,,21.08119952E-6,-49.37499762E-6,,,,,21.08119952E-6,-20.46874911E-3,
,,,21.08159970E-6,-49.37499762E-6,,,,,21.08159970E-6,-23.43750000E-3,
,,,21.08199988E-6,-48.43749775E-6,,,,,21.08199988E-6,-21.40625007E-3,
,,,21.08240005E-6,-51.24999734E-6,,,,,21.08240005E-6,-24.53124896E-3,
,,,21.08280023E-6,-55.937500292E-6,,,,,21.08280023E-6,-24.68749881E-3,
,,,21.08320041E-6,-53.12499707E-6,,,,,21.08320041E-6,-23.74999970E-3,
,,,21.08360059E-6,-54.687498050E-6,,,,,21.08360059E-6,-24.06249940E-3,
,,,21.08399894E-6,-51.56249972E-6,,,,,21.08399894E-6,-21.87499963E-3,
,,,21.08439912E-6,-60.312497226E-6,,,,,21.08439912E-6,-24.37499911E-3,
,,,21.08479930E-6,-58.749999880E-6,,,,,21.08479930E-6,-24.68749881E-3,
,,,21.08519948E-6,-61.562495830E-6,,,,,21.08519948E-6,-23.59374985E-3,
,,,21.08559966E-6,-49.99999874E-6,,,,,21.08559966E-6,-22.03124948E-3,
,,,21.08599983E-6,-62.499995693E-6,,,,,21.08599983E-6,-24.53124896E-3,
,,,21.08640001E-6,-61.874998210E-6,,,,,21.08640001E-6,-22.96874858E-3,
,,,21.08680019E-6,-57.499997638E-6,,,,,21.08680019E-6,-22.34374918E-3,
,,,21.08720037E-6,-57.499997638E-6,,,,,21.08720037E-6,-22.03124948E-3,
,,,21.08760054E-6,-52.49999958E-6,,,,,21.08760054E-6,-22.18749933E-3,
,,,21.08799890E-6,-53.43749945E-6,,,,,21.08799890E-6,-21.09375037E-3,
,,,21.08839908E-6,-56.875000155E-6,,,,,21.08839908E-6,-22.65624888E-3,
,,,21.08879926E-6,-51.87499846E-6,,,,,21.08879926E-6,-23.28125015E-3,
,,,21.08919944E-6,-56.875000155E-6,,,,,21.08919944E-6,-22.81249873E-3,
,,,21.08959961E-6,-57.499997638E-6,,,,,21.08959961E-6,-24.06249940E-3,
,,,21.08999979E-6,-60.624999605E-6,,,,,21.08999979E-6,-24.68749881E-3,
,,,21.09039997E-6,-59.999998484E-6,,,,,21.09039997E-6,-23.59374985E-3,
,,,21.09080015E-6,-61.250000726E-6,,,,,21.09080015E-6,-26.24999918E-3,
,,,21.09120032E-6,-60.312497226E-6,,,,,21.09120032E-6,-21.09375037E-3,
,,,21.09160050E-6,-75.937496149E-6,,,,,21.09160050E-6,-24.53124896E-3,
,,,21.09200068E-6,-66.874999902E-6,,,,,21.09200068E-6,-23.90624955E-3,
,,,21.09239904E-6,-66.249995143E-6,,,,,21.09239904E-6,-22.65624888E-3,
,,,21.09279922E-6,-62.499995693E-6,,,,,21.09279922E-6,-22.49999903E-3,
,,,21.09319939E-6,-56.875000155E-6,,,,,21.09319939E-6,-22.96874858E-3,
,,,21.09359957E-6,-63.125000452E-6,,,,,21.09359957E-6,-26.24999918E-3,
,,,21.09399975E-6,-55.312499171E-6,,,,,21.09399975E-6,-21.09375037E-3,
,,,21.09439993E-6,-61.250000726E-6,,,,,21.09439993E-6,-23.59374985E-3,
,,,21.09480010E-6,-62.812498072E-6,,,,,21.09480010E-6,-22.18749933E-3,
,,,21.09520028E-6,-63.125000452E-6,,,,,21.09520028E-6,-24.06249940E-3,
,,,21.09560046E-6,-69.687499490E-6,,,,,21.09560046E-6,-23.74999970E-3,
,,,21.09600064E-6,-65.624997660E-6,,,,,21.09600064E-6,-23.74999970E-3,
,,,21.09639900E-6,-69.374997111E-6,,,,,21.09639900E-6,-25.46874993E-3,
,,,21.09679917E-6,-60.312497226E-6,,,,,21.09679917E-6,-23.90624955E-3,
,,,21.09719935E-6,-61.562495830E-6,,,,,21.09719935E-6,-23.43750000E-3,
,,,21.09759953E-6,-60.937498347E-6,,,,,21.09759953E-6,-24.21874925E-3,
,,,21.09799971E-6,-57.187498896E-6,,,,,21.09799971E-6,-22.81249873E-3,
,,,21.09839988E-6,-53.43749945E-6,,,,,21.09839988E-6,-21.09375037E-3,
,,,21.09880006E-6,-62.187500589E-6,,,,,21.09880006E-6,-24.84374866E-3,
,,,21.09920024E-6,-66.249995143E-6,,,,,21.09920024E-6,-24.06249940E-3,
,,,21.09960042E-6,-59.062498622E-6,,,,,21.09960042E-6,-22.81249873E-3,
,,,21.10000059E-6,-62.187500589E-6,,,,,21.10000059E-6,-23.74999970E-3,
,,,21.10039895E-6,-56.875000155E-6,,,,,21.10039895E-6,-22.18749933E-3,
,,,21.10079913E-6,-54.999996792E-6,,,,,21.10079913E-6,-22.18749933E-3,
,,,21.10119931E-6,-55.937500292E-6,,,,,21.10119931E-6,-23.74999970E-3,
,,,21.10159949E-6,-56.562497775E-6,,,,,21.10159949E-6,-24.06249940E-3,
,,,21.10199966E-6,-54.37499931E-6,,,,,21.10199966E-6,-22.65624888E-3,
,,,21.10239984E-6,-59.999998484E-6,,,,,21.10239984E-6,-22.18749933E-3,
,,,21.10280002E-6,-64.687497797E-6,,,,,21.10280002E-6,-25.46874993E-3,
,,,21.10320020E-6,-70.312496973E-6,,,,,21.10320020E-6,-24.06249940E-3,
,,,21.10360037E-6,-64.062500314E-6,,,,,21.10360037E-6,-22.49999903E-3,
,,,21.10400055E-6,-54.06249693E-6,,,,,21.10400055E-6,-20.93749866E-3,
,,,21.10439891E-6,-66.874999902E-6,,,,,21.10439891E-6,-23.12500030E-3,
,,,21.10479909E-6,-56.562497775E-6,,,,,21.10479909E-6,-24.06249940E-3,
,,,21.10519927E-6,-53.74999819E-6,,,,,21.10519927E-6,-22.18749933E-3,
,,,21.10559944E-6,-55.312499171E-6,,,,,21.10559944E-6,-22.65624888E-3,
,,,21.10599962E-6,-50.62499986E-6,,,,,21.10599962E-6,-23.59374985E-3,
,,,21.10639980E-6,-59.062498622E-6,,,,,21.10639980E-6,-25.31250007E-3,
,,,21.10679998E-6,-58.124998759E-6,,,,,21.10679998E-6,-20.93749866E-3,
,,,21.10720015E-6,-58.437497501E-6,,,,,21.10720015E-6,-24.37499911E-3,
,,,21.10760033E-6,-52.18749720E-6,,,,,21.10760033E-6,-22.03124948E-3,
,,,21.10800051E-6,-59.687499743E-6,,,,,21.10800051E-6,-23.90624955E-3,
,,,21.10840069E-6,-64.687497797E-6,,,,,21.10840069E-6,-24.21874925E-3,
,,,21.10879905E-6,-61.562495830E-6,,,,,21.10879905E-6,-21.40625007E-3,
,,,21.10919922E-6,-65.624997660E-6,,,,,21.10919922E-6,-23.59374985E-3,
,,,21.10959940E-6,-57.812500017E-6,,,,,21.10959940E-6,-22.65624888E-3,
,,,21.10999958E-6,-61.562495830E-6,,,,,21.10999958E-6,-23.43750000E-3,
,,,21.11039976E-6,-62.812498072E-6,,,,,21.11039976E-6,-23.43750000E-3,
,,,21.11079993E-6,-65.624997660E-6,,,,,21.11079993E-6,-23.90624955E-3,
,,,21.11120011E-6,-57.499997638E-6,,,,,21.11120011E-6,-22.03124948E-3,
,,,21.11160029E-6,-66.249995143E-6,,,,,21.11160029E-6,-25.15625022E-3,
,,,21.11200047E-6,-57.812500017E-6,,,,,21.11200047E-6,-22.81249873E-3,
,,,21.11240065E-6,-56.562497775E-6,,,,,21.11240065E-6,-22.96874858E-3,
,,,21.11279900E-6,-55.937500292E-6,,,,,21.11279900E-6,-22.03124948E-3,
,,,21.11319918E-6,-47.49999789E-6,,,,,21.11319918E-6,-22.03124948E-3,
,,,21.11359936E-6,-50.62499986E-6,,,,,21.11359936E-6,-21.71874978E-3,
,,,21.11399954E-6,-55.624997913E-6,,,,,21.11399954E-6,-23.43750000E-3,
,,,21.11439971E-6,-57.812500017E-6,,,,,21.11439971E-6,-22.96874858E-3,
,,,21.11479989E-6,-62.812498072E-6,,,,,21.11479989E-6,-22.65624888E-3,
,,,21.11520007E-6,-63.437495555E-6,,,,,21.11520007E-6,-24.37499911E-3,
,,,21.11560025E-6,-67.499997385E-6,,,,,21.11560025E-6,-24.53124896E-3,
,,,21.11600043E-6,-65.000000177E-6,,,,,21.11600043E-6,-23.74999970E-3,
,,,21.11640060E-6,-60.937498347E-6,,,,,21.11640060E-6,-22.34374918E-3,
,,,21.11679896E-6,-53.74999819E-6,,,,,21.11679896E-6,-20.93749866E-3,
,,,21.11719914E-6,-60.937498347E-6,,,,,21.11719914E-6,-26.24999918E-3,
,,,21.11759932E-6,-54.06249693E-6,,,,,21.11759932E-6,-24.06249940E-3,
,,,21.11799949E-6,-49.68750000E-6,,,,,21.11799949E-6,-21.71874978E-3,
,,,21.11839967E-6,-49.99999874E-6,,,,,21.11839967E-6,-22.03124948E-3,
,,,21.11879985E-6,-44.06249718E-6,,,,,21.11879985E-6,-22.96874858E-3,
,,,21.11920003E-6,-56.249999034E-6,,,,,21.11920003E-6,-24.84374866E-3,
,,,21.11960021E-6,-54.37499931E-6,,,,,21.11960021E-6,-20.31249925E-3,
,,,21.12000038E-6,-56.562497775E-6,,,,,21.12000038E-6,-24.37499911E-3,
,,,21.12040056E-6,-53.43749945E-6,,,,,21.12040056E-6,-22.34374918E-3,
,,,21.12079892E-6,-61.562495830E-6,,,,,21.12079892E-6,-22.34374918E-3,
,,,21.12119910E-6,-62.812498072E-6,,,,,21.12119910E-6,-23.28125015E-3,
,,,21.12159927E-6,-58.437497501E-6,,,,,21.12159927E-6,-23.43750000E-3,
,,,21.12199945E-6,-63.125000452E-6,,,,,21.12199945E-6,-25.31250007E-3,
,,,21.12239963E-6,-56.875000155E-6,,,,,21.12239963E-6,-20.46874911E-3,
